chr,start,end,value
chr6,32912063,32912064,12.33
chr6,32912064,32912066,12.46
chr6,32912066,32912068,12.33
chr6,32912068,32912069,12.71
chr6,32912069,32912070,13.45
chr6,32912070,32912071,13.45
chr6,32912071,32912072,13.95
chr6,32912072,32912073,14.58
chr6,32912073,32912075,14.08
chr6,32912075,32912077,14.33
chr6,32912077,32912078,14.45
chr6,32912078,32912081,14.45
chr6,32912081,32912082,14.2
chr6,32912082,32912083,14.33
chr6,32912083,32912085,14.83
chr6,32912085,32912088,15.7
chr6,32912088,32912093,15.7
chr6,32912093,32912094,15.7
chr6,32912094,32912096,16.32
chr6,32912096,32912097,16.57
chr6,32912097,32912098,16.94
chr6,32912098,32912099,16.69
chr6,32912099,32912100,17.07
chr6,32912100,32912101,17.69
chr6,32912101,32912102,17.94
chr6,32912102,32912104,17.94
chr6,32912104,32912105,17.82
chr6,32912105,32912107,17.69
chr6,32912107,32912108,17.94
chr6,32912108,32912109,18.06
chr6,32912109,32912110,17.69
chr6,32912110,32912111,17.57
chr6,32912111,32912112,17.69
chr6,32912112,32912113,17.69
chr6,32912113,32912114,17.57
chr6,32912114,32912115,17.82
chr6,32912115,32912117,17.94
chr6,32912117,32912118,18.19
chr6,32912118,32912120,18.06
chr6,32912120,32912121,18.06
chr6,32912121,32912122,18.31
chr6,32912122,32912123,18.19
chr6,32912123,32912126,18.06
chr6,32912126,32912128,18.06
chr6,32912128,32912129,17.94
chr6,32912129,32912130,18.31
chr6,32912130,32912131,18.44
chr6,32912131,32912133,19.06
chr6,32912133,32912134,19.06
chr6,32912134,32912136,19.31
chr6,32912136,32912137,19.19
chr6,32912137,32912139,18.81
chr6,32912139,32912140,18.19
chr6,32912140,32912141,18.19
chr6,32912141,32912143,18.31
chr6,32912143,32912146,18.06
chr6,32912146,32912147,17.94
chr6,32912147,32912148,17.57
chr6,32912148,32912149,18.06
chr6,32912149,32912150,18.44
chr6,32912150,32912151,18.31
chr6,32912151,32912153,18.56
chr6,32912153,32912154,18.19
chr6,32912154,32912156,17.94
chr6,32912156,32912157,17.82
chr6,32912157,32912159,17.94
chr6,32912159,32912160,18.44
chr6,32912160,32912161,18.31
chr6,32912161,32912163,18.19
chr6,32912163,32912164,18.06
chr6,32912164,32912171,17.94
chr6,32912171,32912175,17.82
chr6,32912175,32912176,18.19
chr6,32912176,32912177,18.06
chr6,32912177,32912179,18.19
chr6,32912179,32912180,17.94
chr6,32912180,32912181,18.31
chr6,32912181,32912183,18.19
chr6,32912183,32912185,17.82
chr6,32912185,32912186,17.69
chr6,32912186,32912188,17.82
chr6,32912188,32912191,17.69
chr6,32912191,32912193,17.57
chr6,32912193,32912195,17.44
chr6,32912195,32912197,17.32
chr6,32912197,32912199,17.44
chr6,32912199,32912200,17.07
chr6,32912200,32912201,16.44
chr6,32912201,32912202,16.07
chr6,32912202,32912203,15.57
chr6,32912203,32912206,14.95
chr6,32912206,32912208,14.7
chr6,32912208,32912209,14.45
chr6,32912209,32912211,14.2
chr6,32912211,32912213,14.33
chr6,32912213,32912214,14.2
chr6,32912214,32912216,13.7
chr6,32912216,32912219,12.83
chr6,32912219,32912224,12.71
chr6,32912224,32912225,12.33
chr6,32912225,32912227,11.59
chr6,32912227,32912228,11.34
chr6,32912228,32912229,10.96
chr6,32912229,32912230,10.84
chr6,32912230,32912231,10.22
chr6,32912231,32912232,9.59
chr6,32912232,32912233,9.34
chr6,32912233,32912236,9.09
chr6,32912236,32912238,8.97
chr6,32912238,32912239,8.72
chr6,32912239,32912241,8.6
chr6,32912241,32912242,8.47
chr6,32912242,32912243,8.35
chr6,32912243,32912245,8.22
chr6,32912245,32912246,7.97
chr6,32912246,32912248,7.85
chr6,32912248,32912251,7.23
chr6,32912251,32912252,7.1
chr6,32912252,32912253,6.85
chr6,32912253,32912257,6.73
chr6,32912257,32912260,6.6
chr6,32912260,32912261,6.23
chr6,32912261,32912262,5.73
chr6,32912262,32912264,4.98
chr6,32912264,32912265,4.73
chr6,32912265,32912267,4.48
chr6,32912267,32912268,4.24
chr6,32912268,32912271,3.99
chr6,32912271,32912272,3.86
chr6,32912272,32912279,3.74
chr6,32912279,32912280,3.24
chr6,32912280,32912281,2.86
chr6,32912281,32912282,2.74
chr6,32912282,32912288,2.74
chr6,32912288,32912290,2.49
chr6,32912290,32912306,1.99
chr6,32912306,32912308,1.62
chr6,32912308,32912311,1.49
chr6,32912311,32912316,1
chr6,32912316,32912317,0.75
chr6,32912317,32912328,0.62
chr6,32912328,32912331,0.5
chr6,32912331,32912342,0.37
chr6,32912342,32912375,0.25
chr6,32912375,32912404,0.37
chr6,32912404,32912405,0.5
chr6,32912405,32912412,1.12
chr6,32912412,32912413,1.25
chr6,32912413,32912429,1
chr6,32912429,32912450,1.12
chr6,32912450,32912452,1.25
chr6,32912452,32912470,1.37
chr6,32912470,32912483,1.49
chr6,32912483,32912506,1.62
chr6,32912506,32912516,1.49
chr6,32912516,32912535,1.62
chr6,32912535,32912536,1.49
chr6,32912536,32912543,0.87
chr6,32912543,32912560,0.75
chr6,32912560,32912581,0.62
chr6,32912581,32912583,0.62
chr6,32912583,32912594,0.5
chr6,32912594,32912601,0.62
chr6,32912601,32912614,0.5
#bedGraph section chr6:32912614-32920758,,,
chr6,32912614,32912647,0.37
chr6,32912647,32912662,0.25
chr6,32912662,32912697,0.37
chr6,32912697,32912712,0.5
chr6,32912712,32912724,0.37
chr6,32912724,32912725,0.5
chr6,32912725,32912754,0.37
chr6,32912754,32912768,0.5
chr6,32912768,32912775,0.75
chr6,32912775,32912791,1
chr6,32912791,32912793,1.12
chr6,32912793,32912808,1
chr6,32912808,32912828,1.12
chr6,32912828,32912838,1
chr6,32912838,32912855,1.12
chr6,32912855,32912885,1
chr6,32912885,32912896,0.87
chr6,32912896,32912897,1
chr6,32912897,32912899,1.12
chr6,32912899,32912906,0.87
chr6,32912906,32912920,0.62
chr6,32912920,32912922,0.75
chr6,32912922,32912939,0.62
chr6,32912939,32912963,0.5
chr6,32912963,32912969,0.62
chr6,32912969,32912993,0.5
chr6,32912993,32913027,0.62
chr6,32913027,32913028,0.5
chr6,32913028,32913051,0.37
chr6,32913051,32913054,0.25
chr6,32913054,32913062,0.5
chr6,32913062,32913094,0.87
chr6,32913094,32913109,0.75
chr6,32913109,32913124,0.87
chr6,32913124,32913185,0.75
chr6,32913185,32913193,0.5
chr6,32913193,32913240,0.12
chr6,32913267,32913275,0.12
chr6,32913275,32913398,0.37
chr6,32913398,32913406,0.25
chr6,32913447,32913461,0.12
chr6,32913461,32913523,0.37
chr6,32913523,32913543,0.62
chr6,32913543,32913578,0.75
chr6,32913578,32913592,0.62
chr6,32913592,32913620,0.37
chr6,32913620,32913624,0.75
chr6,32913624,32913654,1
chr6,32913654,32913674,0.75
chr6,32913674,32913751,0.62
chr6,32913751,32913755,0.25
chr6,32913860,32913887,0.12
chr6,32913887,32913991,0.25
chr6,32913991,32914011,0.12
chr6,32914011,32914018,0.25
chr6,32914018,32914064,0.12
chr6,32914064,32914089,0.25
chr6,32914089,32914140,0.87
chr6,32914140,32914142,1
chr6,32914142,32914195,0.87
chr6,32914195,32914220,0.87
chr6,32914220,32914271,0.25
chr6,32914271,32914326,0.12
chr6,32914486,32914617,0.25
chr6,32914621,32914734,1
chr6,32914734,32914752,1.12
chr6,32914752,32914772,0.12
chr6,32914772,32914865,0.37
chr6,32914865,32914903,0.25
chr6,32914959,32914992,0.37
chr6,32914992,32915090,0.5
chr6,32915090,32915109,0.12
chr6,32915109,32915120,0.25
chr6,32915120,32915123,0.5
chr6,32915123,32915141,0.37
chr6,32915141,32915228,0.5
chr6,32915228,32915240,0.62
chr6,32915240,32915251,0.5
chr6,32915251,32915272,0.25
chr6,32915272,32915359,0.12
chr6,32915396,32915467,0.12
chr6,32915467,32915527,0.25
chr6,32915527,32915566,0.12
chr6,32915566,32915595,0.25
chr6,32915595,32915598,0.5
chr6,32915598,32915697,0.37
chr6,32915697,32915708,0.25
chr6,32915708,32915726,0.5
chr6,32915726,32915765,0.25
chr6,32915765,32915827,0.37
chr6,32915827,32915839,0.5
chr6,32915839,32915850,0.25
chr6,32915850,32915869,0.5
chr6,32915869,32915884,0.75
chr6,32915884,32915896,1
chr6,32915896,32915958,0.87
chr6,32915958,32915981,0.75
chr6,32915981,32916000,0.5
chr6,32916000,32916015,0.25
chr6,32916022,32916094,0.12
chr6,32916094,32916153,0.25
chr6,32916153,32916157,0.12
chr6,32916157,32916196,0.25
chr6,32916196,32916201,0.37
chr6,32916201,32916225,0.75
chr6,32916225,32916287,0.62
chr6,32916287,32916288,0.75
chr6,32916288,32916327,0.62
chr6,32916327,32916332,0.5
chr6,32916332,32916418,0.12
chr6,32916447,32916565,0.12
chr6,32916565,32916578,0.25
chr6,32916578,32916696,0.12
chr6,32916982,32917036,0.12
chr6,32917036,32917075,0.37
chr6,32917075,32917113,0.5
chr6,32917113,32917167,0.37
chr6,32917167,32917184,0.12
chr6,32917184,32917206,0.5
chr6,32917206,32917209,0.37
chr6,32917209,32917211,0.5
chr6,32917211,32917315,0.62
chr6,32917315,32917340,0.25
chr6,32917340,32917342,0.12
chr6,32917676,32917680,0.25
chr6,32917680,32917787,0.37
chr6,32917787,32917799,0.62
chr6,32917799,32917807,0.75
chr6,32917807,32917811,0.5
chr6,32917811,32917815,0.37
chr6,32917815,32917818,0.5
chr6,32917818,32917840,0.62
chr6,32917840,32917918,0.75
chr6,32917918,32917930,0.5
chr6,32917930,32917946,0.37
chr6,32917946,32917949,0.25
chr6,32917949,32917971,0.12
chr6,32918028,32918045,0.12
chr6,32918045,32918074,0.25
chr6,32918074,32918114,0.37
chr6,32918114,32918159,0.5
chr6,32918159,32918176,0.37
chr6,32918176,32918185,0.25
chr6,32918185,32918205,0.37
chr6,32918205,32918242,0.25
chr6,32918242,32918245,0.37
chr6,32918245,32918251,0.25
chr6,32918251,32918316,0.37
chr6,32918316,32918373,0.25
chr6,32918373,32918382,0.12
chr6,32918409,32918426,0.12
chr6,32918426,32918445,0.25
chr6,32918445,32918474,0.37
chr6,32918474,32918540,0.5
chr6,32918540,32918551,0.37
chr6,32918551,32918557,0.5
chr6,32918557,32918571,0.37
chr6,32918571,32918576,0.62
chr6,32918576,32918582,0.5
chr6,32918582,32918593,0.62
chr6,32918593,32918605,1.12
chr6,32918605,32918682,1
chr6,32918682,32918685,0.87
chr6,32918685,32918689,1
chr6,32918689,32918697,1.12
chr6,32918697,32918702,1.25
chr6,32918702,32918713,1
chr6,32918713,32918724,0.87
chr6,32918724,32918730,0.37
chr6,32918730,32918734,0.62
chr6,32918734,32918737,0.75
chr6,32918737,32918754,0.87
chr6,32918754,32918759,1
chr6,32918759,32918762,1.12
chr6,32918762,32918766,1.37
chr6,32918766,32918767,1.49
chr6,32918767,32918783,1.62
chr6,32918783,32918789,2.37
chr6,32918789,32918802,2.49
chr6,32918802,32918805,2.62
chr6,32918805,32918816,2.74
chr6,32918816,32918819,2.62
chr6,32918819,32918820,2.86
chr6,32918820,32918828,2.74
chr6,32918828,32918842,2.62
chr6,32918842,32918861,2.74
chr6,32918861,32918863,2.49
chr6,32918863,32918865,2.86
chr6,32918865,32918868,2.74
chr6,32918868,32918877,2.62
chr6,32918877,32918885,2.86
chr6,32918885,32918886,2.74
chr6,32918886,32918887,2.86
chr6,32918887,32918890,3.11
chr6,32918890,32918893,2.99
chr6,32918893,32918897,2.74
chr6,32918897,32918898,2.62
chr6,32918898,32918900,2.49
chr6,32918900,32918914,2.62
chr6,32918914,32918919,1.87
chr6,32918919,32918920,1.99
chr6,32918920,32918921,1.87
chr6,32918921,32918933,1.99
chr6,32918933,32918936,1.87
chr6,32918936,32918937,1.74
chr6,32918937,32918950,1.87
chr6,32918950,32918973,1.62
chr6,32918973,32918976,1.49
chr6,32918976,32918977,1.74
chr6,32918977,32918992,1.87
chr6,32918992,32918994,2.12
chr6,32918994,32918997,1.87
chr6,32918997,32919004,2.12
chr6,32919004,32919008,2.37
chr6,32919008,32919017,2.12
chr6,32919017,32919018,1.99
chr6,32919018,32919027,1.87
chr6,32919027,32919030,1.99
chr6,32919030,32919031,2.12
chr6,32919031,32919032,1.99
chr6,32919032,32919033,2.12
chr6,32919033,32919050,2.49
chr6,32919050,32919052,2.37
chr6,32919052,32919066,2.24
chr6,32919066,32919068,2.37
chr6,32919068,32919085,2.24
chr6,32919085,32919091,2.37
chr6,32919091,32919093,2.49
chr6,32919093,32919100,2.62
chr6,32919100,32919107,2.74
chr6,32919107,32919108,2.49
chr6,32919108,32919109,2.37
chr6,32919109,32919123,2.49
chr6,32919123,32919125,2.24
chr6,32919125,32919128,2.12
chr6,32919128,32919135,1.87
chr6,32919135,32919149,1.62
chr6,32919149,32919158,1.49
chr6,32919158,32919161,1.37
chr6,32919161,32919163,1.25
chr6,32919163,32919164,1.12
chr6,32919164,32919170,0.75
chr6,32919170,32919197,1.12
chr6,32919197,32919216,1
chr6,32919216,32919222,0.87
chr6,32919222,32919224,0.75
chr6,32919224,32919231,0.62
chr6,32919231,32919240,0.5
chr6,32919240,32919242,0.37
chr6,32919242,32919260,0.62
chr6,32919260,32919271,0.75
chr6,32919271,32919293,1
chr6,32919293,32919301,1.12
chr6,32919301,32919309,0.75
chr6,32919309,32919344,1
chr6,32919344,32919358,1.12
chr6,32919358,32919370,1.37
chr6,32919370,32919373,1.49
chr6,32919373,32919391,1.25
chr6,32919391,32919394,1.12
chr6,32919394,32919401,1.25
chr6,32919401,32919402,1.37
chr6,32919402,32919418,1.12
chr6,32919418,32919424,1.25
chr6,32919424,32919438,1.12
chr6,32919438,32919440,1.25
chr6,32919440,32919445,1
chr6,32919445,32919449,1.12
chr6,32919449,32919475,1.25
chr6,32919475,32919482,1.12
chr6,32919482,32919489,1.49
chr6,32919489,32919493,1.25
chr6,32919493,32919501,1.37
chr6,32919501,32919524,1.25
chr6,32919524,32919525,1.37
chr6,32919525,32919532,1.25
chr6,32919532,32919533,1.12
chr6,32919533,32919536,1.25
chr6,32919536,32919546,1.49
chr6,32919546,32919549,1.62
chr6,32919549,32919557,1.49
chr6,32919557,32919566,1.62
chr6,32919566,32919569,1.74
chr6,32919569,32919576,1.62
chr6,32919576,32919580,1.49
chr6,32919580,32919583,1.62
chr6,32919583,32919586,1.74
chr6,32919586,32919607,1.87
chr6,32919607,32919608,1.99
chr6,32919608,32919613,2.37
chr6,32919613,32919616,1.99
chr6,32919616,32919624,2.12
chr6,32919624,32919627,1.99
chr6,32919627,32919629,2.24
chr6,32919629,32919652,2.37
chr6,32919652,32919655,2.49
chr6,32919655,32919664,2.37
chr6,32919664,32919665,2.24
chr6,32919665,32919667,2.37
chr6,32919667,32919677,2.12
chr6,32919677,32919688,1.99
chr6,32919688,32919697,1.87
chr6,32919697,32919702,1.74
chr6,32919702,32919704,1.87
chr6,32919704,32919711,2.12
chr6,32919711,32919714,1.87
chr6,32919714,32919717,1.74
chr6,32919717,32919723,1.62
chr6,32919723,32919724,1.74
chr6,32919724,32919730,1.87
chr6,32919730,32919737,2.12
chr6,32919737,32919738,2.24
chr6,32919738,32919739,2.12
chr6,32919739,32919744,1.74
chr6,32919744,32919745,2.12
chr6,32919745,32919747,2.24
chr6,32919747,32919748,2.12
chr6,32919748,32919749,2.24
chr6,32919749,32919757,2.37
chr6,32919757,32919758,2.49
chr6,32919758,32919759,2.24
chr6,32919759,32919760,2.37
chr6,32919760,32919766,2.24
chr6,32919766,32919768,2.49
chr6,32919768,32919770,2.62
chr6,32919770,32919772,2.99
chr6,32919772,32919773,3.11
chr6,32919773,32919775,3.24
chr6,32919775,32919777,3.49
chr6,32919777,32919780,3.74
chr6,32919780,32919783,3.86
chr6,32919783,32919796,3.74
chr6,32919796,32919797,3.74
chr6,32919797,32919811,3.99
chr6,32919811,32919812,4.24
chr6,32919812,32919814,4.86
chr6,32919814,32919815,4.98
chr6,32919815,32919816,5.11
chr6,32919816,32919818,5.36
chr6,32919818,32919819,5.48
chr6,32919819,32919821,6.1
chr6,32919821,32919828,6.23
chr6,32919828,32919831,6.6
chr6,32919831,32919832,7.23
chr6,32919832,32919833,7.47
chr6,32919833,32919835,7.35
chr6,32919835,32919837,7.1
chr6,32919837,32919839,7.23
chr6,32919839,32919842,8.1
chr6,32919842,32919844,8.35
chr6,32919844,32919851,8.6
chr6,32919851,32919853,8.84
chr6,32919853,32919854,8.97
chr6,32919854,32919855,8.84
chr6,32919855,32919857,8.97
chr6,32919857,32919858,9.09
chr6,32919858,32919861,9.22
chr6,32919861,32919868,8.97
chr6,32919868,32919873,8.84
chr6,32919873,32919875,8.97
chr6,32919875,32919876,8.6
chr6,32919876,32919877,8.6
chr6,32919877,32919879,8.72
chr6,32919879,32919880,8.72
chr6,32919880,32919884,8.6
chr6,32919884,32919885,9.09
chr6,32919885,32919888,9.22
chr6,32919888,32919889,9.09
chr6,32919889,32919890,9.22
chr6,32919890,32919891,9.09
chr6,32919891,32919896,9.22
chr6,32919896,32919897,9.59
chr6,32919897,32919899,9.47
chr6,32919899,32919901,9.34
chr6,32919901,32919903,9.22
chr6,32919903,32919904,9.09
chr6,32919904,32919906,8.97
chr6,32919906,32919908,8.97
chr6,32919908,32919909,8.72
chr6,32919909,32919910,8.97
chr6,32919910,32919911,9.09
chr6,32919911,32919913,9.09
chr6,32919913,32919916,9.22
chr6,32919916,32919921,9.84
chr6,32919921,32919924,9.97
chr6,32919924,32919925,10.22
chr6,32919925,32919927,10.46
chr6,32919927,32919928,10.34
chr6,32919928,32919929,10.09
chr6,32919929,32919932,10.22
chr6,32919932,32919933,10.46
chr6,32919933,32919934,10.59
chr6,32919934,32919939,10.71
chr6,32919939,32919942,10.96
chr6,32919942,32919943,10.71
chr6,32919943,32919945,10.09
chr6,32919945,32919946,9.97
chr6,32919946,32919947,9.84
chr6,32919947,32919949,9.59
chr6,32919949,32919950,9.47
chr6,32919950,32919952,8.84
chr6,32919952,32919958,8.72
chr6,32919958,32919959,8.84
chr6,32919959,32919962,8.47
chr6,32919962,32919963,7.85
chr6,32919963,32919968,7.6
chr6,32919968,32919970,7.47
chr6,32919970,32919972,6.6
chr6,32919972,32919973,6.73
chr6,32919973,32919975,6.6
chr6,32919975,32919982,6.35
chr6,32919982,32919984,6.1
chr6,32919984,32919985,5.98
chr6,32919985,32919986,6.35
chr6,32919986,32919988,6.35
chr6,32919988,32919989,6.23
chr6,32919989,32919993,6.23
chr6,32919993,32920001,6.48
chr6,32920001,32920004,6.6
chr6,32920004,32920006,6.73
chr6,32920006,32920007,6.98
chr6,32920007,32920008,6.85
chr6,32920008,32920010,6.73
chr6,32920010,32920011,6.6
chr6,32920011,32920012,6.73
chr6,32920012,32920015,6.98
chr6,32920015,32920016,6.85
chr6,32920016,32920019,6.73
chr6,32920019,32920020,6.85
chr6,32920020,32920021,6.73
chr6,32920021,32920022,7.1
chr6,32920022,32920026,7.1
chr6,32920026,32920027,7.47
chr6,32920027,32920028,7.23
chr6,32920028,32920030,7.1
chr6,32920030,32920031,7.23
chr6,32920031,32920032,7.47
chr6,32920032,32920036,7.23
chr6,32920036,32920037,7.35
chr6,32920037,32920040,7.1
chr6,32920040,32920041,7.1
chr6,32920041,32920042,6.98
chr6,32920042,32920044,6.85
chr6,32920044,32920045,6.73
chr6,32920045,32920047,7.1
chr6,32920047,32920048,6.6
chr6,32920048,32920052,6.98
chr6,32920052,32920053,6.98
chr6,32920053,32920055,7.23
chr6,32920055,32920056,7.1
chr6,32920056,32920058,6.85
chr6,32920058,32920060,6.98
chr6,32920060,32920062,6.85
chr6,32920062,32920063,7.6
chr6,32920063,32920064,7.35
chr6,32920064,32920065,7.35
chr6,32920065,32920066,7.23
chr6,32920066,32920067,7.6
chr6,32920067,32920070,7.72
chr6,32920070,32920073,7.6
chr6,32920073,32920078,7.72
chr6,32920078,32920082,8.47
chr6,32920082,32920084,9.09
chr6,32920084,32920085,9.47
chr6,32920085,32920086,9.72
chr6,32920086,32920087,9.97
chr6,32920087,32920089,10.09
chr6,32920089,32920091,10.09
chr6,32920091,32920093,10.22
chr6,32920093,32920101,10.34
chr6,32920101,32920103,10.84
chr6,32920103,32920104,10.96
chr6,32920104,32920105,10.84
chr6,32920105,32920109,10.96
chr6,32920109,32920111,11.59
chr6,32920111,32920112,12.33
chr6,32920112,32920116,12.46
chr6,32920116,32920117,12.08
chr6,32920117,32920120,12.46
chr6,32920120,32920122,12.58
chr6,32920122,32920124,12.71
chr6,32920124,32920127,12.46
chr6,32920127,32920131,12.71
chr6,32920131,32920132,12.96
chr6,32920132,32920135,13.08
chr6,32920135,32920136,12.96
chr6,32920136,32920137,13.08
chr6,32920137,32920139,12.83
chr6,32920139,32920142,12.96
chr6,32920142,32920143,12.83
chr6,32920143,32920146,12.71
chr6,32920146,32920150,12.33
chr6,32920150,32920151,12.21
chr6,32920151,32920152,12.46
chr6,32920152,32920153,12.08
chr6,32920153,32920155,12.08
chr6,32920155,32920157,12.33
chr6,32920157,32920158,12.21
chr6,32920158,32920159,12.08
chr6,32920159,32920160,12.21
chr6,32920160,32920161,12.46
chr6,32920161,32920162,12.33
chr6,32920162,32920163,12.08
chr6,32920163,32920167,12.21
chr6,32920167,32920168,12.21
chr6,32920168,32920169,12.33
chr6,32920169,32920170,12.46
chr6,32920170,32920171,12.96
chr6,32920171,32920173,12.83
chr6,32920173,32920174,12.96
chr6,32920174,32920175,13.33
chr6,32920175,32920176,13.45
chr6,32920176,32920177,13.45
chr6,32920177,32920178,13.7
chr6,32920178,32920179,13.83
chr6,32920179,32920180,13.7
chr6,32920180,32920181,13.83
chr6,32920181,32920182,13.95
chr6,32920182,32920183,14.08
chr6,32920183,32920184,14.08
chr6,32920184,32920185,13.83
chr6,32920185,32920186,13.95
chr6,32920186,32920187,13.83
chr6,32920187,32920188,13.95
chr6,32920188,32920189,14.33
chr6,32920189,32920192,14.2
chr6,32920192,32920193,14.45
chr6,32920193,32920194,13.83
chr6,32920194,32920195,13.95
chr6,32920195,32920197,13.83
chr6,32920197,32920198,14.08
chr6,32920198,32920201,14.08
chr6,32920201,32920202,13.95
chr6,32920202,32920203,14.2
chr6,32920203,32920204,14.33
chr6,32920204,32920206,14.2
chr6,32920206,32920207,15.07
chr6,32920207,32920209,15.2
chr6,32920209,32920212,14.45
chr6,32920212,32920213,14.58
chr6,32920213,32920214,14.45
chr6,32920214,32920215,14.58
chr6,32920215,32920216,14.2
chr6,32920216,32920217,14.2
chr6,32920217,32920218,13.95
chr6,32920218,32920219,13.95
chr6,32920219,32920220,14.08
chr6,32920220,32920222,13.95
chr6,32920222,32920224,14.58
chr6,32920224,32920228,14.45
chr6,32920228,32920229,14.58
chr6,32920229,32920230,14.7
chr6,32920230,32920231,14.95
chr6,32920231,32920232,15.07
chr6,32920232,32920234,14.7
chr6,32920234,32920235,14.45
chr6,32920235,32920236,14.95
chr6,32920236,32920237,15.07
chr6,32920237,32920238,15.2
chr6,32920238,32920239,15.32
chr6,32920239,32920240,15.45
chr6,32920240,32920242,14.83
chr6,32920242,32920243,14.08
chr6,32920243,32920245,13.95
chr6,32920245,32920246,14.08
chr6,32920246,32920248,14.2
chr6,32920248,32920251,13.7
chr6,32920251,32920252,13.45
chr6,32920252,32920253,13.7
chr6,32920253,32920254,13.58
chr6,32920254,32920257,13.7
chr6,32920257,32920258,14.08
chr6,32920258,32920260,14.08
chr6,32920260,32920261,14.33
chr6,32920261,32920262,14.45
chr6,32920262,32920263,14.2
chr6,32920263,32920265,14.08
chr6,32920265,32920266,14.58
chr6,32920266,32920267,14.45
chr6,32920267,32920270,14.33
chr6,32920270,32920271,14.2
chr6,32920271,32920273,14.33
chr6,32920273,32920274,14.45
chr6,32920274,32920276,14.33
chr6,32920276,32920277,14.45
chr6,32920277,32920278,14.83
chr6,32920278,32920280,14.95
chr6,32920280,32920281,15.2
chr6,32920281,32920282,15.45
chr6,32920282,32920283,15.2
chr6,32920283,32920284,15.45
chr6,32920284,32920286,15.82
chr6,32920286,32920287,15.7
chr6,32920287,32920288,16.2
chr6,32920288,32920289,16.2
chr6,32920289,32920290,16.69
chr6,32920290,32920291,16.57
chr6,32920291,32920292,16.32
chr6,32920292,32920293,16.69
chr6,32920293,32920294,17.32
chr6,32920294,32920296,17.19
chr6,32920296,32920298,17.94
chr6,32920298,32920299,18.06
chr6,32920299,32920300,18.06
chr6,32920300,32920301,18.06
chr6,32920301,32920302,17.57
chr6,32920302,32920304,17.44
chr6,32920304,32920305,17.32
chr6,32920305,32920306,17.07
chr6,32920306,32920307,17.07
chr6,32920307,32920308,17.19
chr6,32920308,32920309,16.94
chr6,32920309,32920310,16.69
chr6,32920310,32920311,16.44
chr6,32920311,32920312,16.32
chr6,32920312,32920313,16.32
chr6,32920313,32920314,16.32
chr6,32920314,32920316,16.2
chr6,32920316,32920317,16.57
chr6,32920317,32920318,16.69
chr6,32920318,32920319,16.82
chr6,32920319,32920322,17.07
chr6,32920322,32920323,17.44
chr6,32920323,32920324,17.19
chr6,32920324,32920325,17.19
chr6,32920325,32920326,17.19
chr6,32920326,32920328,17.32
chr6,32920328,32920329,16.82
chr6,32920329,32920330,16.69
chr6,32920330,32920331,16.94
chr6,32920331,32920333,17.19
chr6,32920333,32920334,17.07
chr6,32920334,32920337,17.32
chr6,32920337,32920338,17.07
chr6,32920338,32920339,17.32
chr6,32920339,32920340,17.69
chr6,32920340,32920342,18.06
chr6,32920342,32920343,18.31
chr6,32920343,32920344,18.31
chr6,32920344,32920345,18.31
chr6,32920345,32920347,18.19
chr6,32920347,32920348,17.94
chr6,32920348,32920349,18.06
chr6,32920349,32920350,17.94
chr6,32920350,32920352,18.19
chr6,32920352,32920353,19.19
chr6,32920353,32920354,19.06
chr6,32920354,32920355,19.31
chr6,32920355,32920356,19.93
chr6,32920356,32920357,20.06
chr6,32920357,32920358,20.18
chr6,32920358,32920359,20.43
chr6,32920359,32920360,20.31
chr6,32920360,32920361,20.31
chr6,32920361,32920362,20.06
chr6,32920362,32920363,19.93
chr6,32920363,32920365,20.06
chr6,32920365,32920366,20.31
chr6,32920366,32920367,20.31
chr6,32920367,32920368,20.43
chr6,32920368,32920369,20.56
chr6,32920369,32920370,20.43
chr6,32920370,32920371,20.31
chr6,32920371,32920372,20.68
chr6,32920372,32920373,20.81
chr6,32920373,32920374,20.93
chr6,32920374,32920375,21.18
chr6,32920375,32920376,21.3
chr6,32920376,32920377,21.18
chr6,32920377,32920379,21.43
chr6,32920379,32920380,21.43
chr6,32920380,32920381,21.55
chr6,32920381,32920382,22.05
chr6,32920382,32920383,22.18
chr6,32920383,32920384,22.3
chr6,32920384,32920385,22.8
chr6,32920385,32920386,22.8
chr6,32920386,32920388,23.05
chr6,32920388,32920389,22.92
chr6,32920389,32920390,22.92
chr6,32920390,32920391,23.42
chr6,32920391,32920392,23.55
chr6,32920392,32920393,23.55
chr6,32920393,32920394,23.67
chr6,32920394,32920396,23.92
chr6,32920396,32920397,23.42
chr6,32920397,32920398,23.67
chr6,32920398,32920399,23.92
chr6,32920399,32920400,24.29
chr6,32920400,32920401,24.54
chr6,32920401,32920402,24.67
chr6,32920402,32920403,24.79
chr6,32920403,32920404,25.17
chr6,32920404,32920405,25.04
chr6,32920405,32920406,25.17
chr6,32920406,32920407,25.41
chr6,32920407,32920408,25.29
chr6,32920408,32920409,24.92
chr6,32920409,32920410,25.04
chr6,32920410,32920411,26.04
chr6,32920411,32920412,25.79
chr6,32920412,32920414,26.04
chr6,32920414,32920415,26.16
chr6,32920415,32920416,25.79
chr6,32920416,32920417,26.16
chr6,32920417,32920418,26.04
chr6,32920418,32920419,25.91
chr6,32920419,32920420,25.66
chr6,32920420,32920422,25.17
chr6,32920422,32920423,25.41
chr6,32920423,32920424,25.29
